best_fitness,mean_fitness,std_fitness
89.37057091248862,2.5208594412872483,22.091678670841336
89.37057091248862,3.1531482680766234,21.220688842206172
89.37057091248862,3.0048066075847775,21.431804740588056
89.37057091248862,3.008584660668525,21.360770807038055
89.37057091248862,3.0048066075847775,21.431804740588056
89.37057091248862,3.2849493994135575,21.900910815929542
89.37057091248862,2.977029853147172,21.401792710900402
89.37057091248862,3.2848986892028216,21.939273545763847
89.37057091248862,3.006389811836447,21.37652962193923
89.37057091248862,3.005383823691409,21.434072553350777
89.37057091248862,3.253318354174086,21.908925514385626
89.37057091248862,3.0072910701267443,21.398463659337413
89.37057091248862,3.2849867660318854,21.939610236121556
89.37057091248862,3.5693130776098263,22.4518611140501
89.37057091248862,3.250778064973591,21.69922456848124
89.37057091248862,3.2916717312144215,21.96545440970436
89.37057091248862,3.1331177132778607,21.490004221301696
89.37057091248862,3.29087438902173,21.96241488440155
89.37057091248862,3.2907495116870296,21.928029429684397
89.37057091248862,3.1618394069773883,21.58160876951766
89.37057091248862,3.0117661831962597,21.402801486088748
89.37057091248862,9.985867397918723,28.989497070996162
90.91968822339261,48.60034027059848,41.06252154542315
89.37057091248862,3.0117661831962597,21.402801486088748
89.37057091248862,3.012179442509714,21.461047511165106
89.37057091248862,12.550261897537554,31.464556070742205
90.73968822339262,43.24390813715088,40.93907934729681
89.37057091248862,3.0117661831962597,21.402801486088748
89.37057091248862,3.012179442509714,21.461047511165106
89.37057091248862,12.550261897537554,31.464556070742205
90.73968822339262,43.24390813715088,40.93907934729681
